[19-Apr-2020 01:05:56 UTC] PHP Fatal error:  Call to a member function fetch_assoc() on null in /var/www/html/view/php/selectCT.php on line 16
[19-Apr-2020 01:05:56 UTC] PHP Warning:  mysqli::mysqli(): (HY000/2002): No such file or directory in /var/www/html/view/php/selectCT.php on line 9
[19-Apr-2020 01:05:56 UTC] PHP Warning:  mysqli::query(): Couldn't fetch mysqli in /var/www/html/view/php/selectCT.php on line 11
[19-Apr-2020 01:05:56 UTC] PHP Fatal error:  Call to a member function fetch_assoc() on null in /var/www/html/view/php/selectCT.php on line 16
[19-Apr-2020 01:05:56 UTC] PHP Warning:  mysqli::mysqli(): (HY000/2002): No such file or directory in /var/www/html/view/php/selectCT.php on line 9
[19-Apr-2020 01:05:56 UTC] PHP Warning:  mysqli::query(): Couldn't fetch mysqli in /var/www/html/view/php/selectCT.php on line 11
[19-Apr-2020 01:05:56 UTC] PHP Fatal error:  Call to a member function fetch_assoc() on null in /var/www/html/view/php/selectCT.php on line 16
[19-Apr-2020 01:05:57 UTC] PHP Warning:  mysqli::mysqli(): (HY000/2002): No such file or directory in /var/www/html/view/php/selectCT.php on line 9
[19-Apr-2020 01:05:57 UTC] PHP Warning:  mysqli::query(): Couldn't fetch mysqli in /var/www/html/view/php/selectCT.php on line 11
[19-Apr-2020 01:05:57 UTC] PHP Fatal error:  Call to a member function fetch_assoc() on null in /var/www/html/view/php/selectCT.php on line 16
[19-Apr-2020 01:05:57 UTC] PHP Warning:  mysqli::mysqli(): (HY000/2002): No such file or directory in /var/www/html/view/php/selectCT.php on line 9
[19-Apr-2020 01:05:57 UTC] PHP Warning:  mysqli::query(): Couldn't fetch mysqli in /var/www/html/view/php/selectCT.php on line 11
[19-Apr-2020 01:05:57 UTC] PHP Fatal error:  Call to a member function fetch_assoc() on null in /var/www/html/view/php/selectCT.php on line 16
[19-Apr-2020 02:21:53 UTC] PHP Warning:  mysqli::mysqli(): Server sent charset (255) unknown to the client. Please, report to the developers in /var/www/html/view/php/selectCT.php on line 9
[19-Apr-2020 02:21:53 UTC] PHP Warning:  mysqli::mysqli(): (HY000/2054): Server sent charset unknown to the client. Please, report to the developers in /var/www/html/view/php/selectCT.php on line 9
[19-Apr-2020 02:21:53 UTC] PHP Warning:  mysqli::query(): Couldn't fetch mysqli in /var/www/html/view/php/selectCT.php on line 11
[19-Apr-2020 02:21:53 UTC] PHP Fatal error:  Call to a member function fetch_assoc() on null in /var/www/html/view/php/selectCT.php on line 16
[19-Apr-2020 02:22:04 UTC] PHP Warning:  mysqli::mysqli(): Server sent charset (255) unknown to the client. Please, report to the developers in /var/www/html/view/php/selectCT.php on line 9
[19-Apr-2020 02:22:04 UTC] PHP Warning:  mysqli::mysqli(): (HY000/2054): Server sent charset unknown to the client. Please, report to the developers in /var/www/html/view/php/selectCT.php on line 9
[19-Apr-2020 02:22:04 UTC] PHP Warning:  mysqli::query(): Couldn't fetch mysqli in /var/www/html/view/php/selectCT.php on line 11
[19-Apr-2020 02:22:04 UTC] PHP Fatal error:  Call to a member function fetch_assoc() on null in /var/www/html/view/php/selectCT.php on line 16
[19-Apr-2020 02:22:36 UTC] PHP Warning:  mysqli::mysqli(): Server sent charset (255) unknown to the client. Please, report to the developers in /var/www/html/view/php/selectCT.php on line 9
[19-Apr-2020 02:22:36 UTC] PHP Warning:  mysqli::mysqli(): (HY000/2054): Server sent charset unknown to the client. Please, report to the developers in /var/www/html/view/php/selectCT.php on line 9
[19-Apr-2020 02:22:36 UTC] PHP Warning:  mysqli::query(): Couldn't fetch mysqli in /var/www/html/view/php/selectCT.php on line 11
[19-Apr-2020 02:22:36 UTC] PHP Fatal error:  Call to a member function fetch_assoc() on null in /var/www/html/view/php/selectCT.php on line 16
[19-Apr-2020 02:36:38 UTC] PHP Warning:  mysqli::mysqli(): Server sent charset (255) unknown to the client. Please, report to the developers in /var/www/html/view/php/selectCT.php on line 9
[19-Apr-2020 02:36:38 UTC] PHP Warning:  mysqli::mysqli(): (HY000/2054): Server sent charset unknown to the client. Please, report to the developers in /var/www/html/view/php/selectCT.php on line 9
[19-Apr-2020 02:36:38 UTC] PHP Warning:  mysqli::query(): Couldn't fetch mysqli in /var/www/html/view/php/selectCT.php on line 11
[19-Apr-2020 02:36:38 UTC] PHP Fatal error:  Call to a member function fetch_assoc() on null in /var/www/html/view/php/selectCT.php on line 16
[19-Apr-2020 02:49:39 UTC] PHP Warning:  mysqli::mysqli(): Server sent charset (255) unknown to the client. Please, report to the developers in /var/www/html/view/php/selectCT.php on line 9
[19-Apr-2020 02:49:39 UTC] PHP Warning:  mysqli::mysqli(): (HY000/2054): Server sent charset unknown to the client. Please, report to the developers in /var/www/html/view/php/selectCT.php on line 9
[19-Apr-2020 02:49:39 UTC] PHP Warning:  mysqli::query(): Couldn't fetch mysqli in /var/www/html/view/php/selectCT.php on line 11
[19-Apr-2020 02:49:39 UTC] PHP Fatal error:  Call to a member function fetch_assoc() on null in /var/www/html/view/php/selectCT.php on line 16
[19-Apr-2020 02:57:55 UTC] PHP Warning:  mysqli::mysqli(): Server sent charset (255) unknown to the client. Please, report to the developers in /var/www/html/view/php/selectCT.php on line 9
[19-Apr-2020 02:57:55 UTC] PHP Warning:  mysqli::mysqli(): (HY000/2054): Server sent charset unknown to the client. Please, report to the developers in /var/www/html/view/php/selectCT.php on line 9
[19-Apr-2020 02:57:55 UTC] PHP Warning:  mysqli::query(): Couldn't fetch mysqli in /var/www/html/view/php/selectCT.php on line 11
[19-Apr-2020 02:57:55 UTC] PHP Fatal error:  Call to a member function fetch_assoc() on null in /var/www/html/view/php/selectCT.php on line 16
[19-Apr-2020 03:02:15 UTC] PHP Warning:  mysqli::mysqli(): Server sent charset (255) unknown to the client. Please, report to the developers in /var/www/html/view/php/selectCT.php on line 9
[19-Apr-2020 03:02:15 UTC] PHP Warning:  mysqli::mysqli(): (HY000/2054): Server sent charset unknown to the client. Please, report to the developers in /var/www/html/view/php/selectCT.php on line 9
[19-Apr-2020 03:02:15 UTC] PHP Warning:  mysqli::query(): Couldn't fetch mysqli in /var/www/html/view/php/selectCT.php on line 11
[19-Apr-2020 03:02:15 UTC] PHP Fatal error:  Call to a member function fetch_assoc() on null in /var/www/html/view/php/selectCT.php on line 16
[19-Apr-2020 03:02:43 UTC] PHP Warning:  mysqli::mysqli(): Server sent charset (255) unknown to the client. Please, report to the developers in /var/www/html/view/php/selectCT.php on line 9
[19-Apr-2020 03:02:43 UTC] PHP Warning:  mysqli::mysqli(): (HY000/2054): Server sent charset unknown to the client. Please, report to the developers in /var/www/html/view/php/selectCT.php on line 9
[19-Apr-2020 03:02:43 UTC] PHP Warning:  mysqli::query(): Couldn't fetch mysqli in /var/www/html/view/php/selectCT.php on line 11
[19-Apr-2020 03:02:43 UTC] PHP Fatal error:  Call to a member function fetch_assoc() on null in /var/www/html/view/php/selectCT.php on line 16
[19-Apr-2020 03:09:17 UTC] PHP Warning:  mysqli::mysqli(): Server sent charset (255) unknown to the client. Please, report to the developers in /var/www/html/view/php/selectCT.php on line 9
[19-Apr-2020 03:09:17 UTC] PHP Warning:  mysqli::mysqli(): (HY000/2054): Server sent charset unknown to the client. Please, report to the developers in /var/www/html/view/php/selectCT.php on line 9
[19-Apr-2020 03:09:17 UTC] PHP Warning:  mysqli::query(): Couldn't fetch mysqli in /var/www/html/view/php/selectCT.php on line 11
